id,lang,stage,prompt_type,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-015-fe,en,problem_generating,few_shot,easy,A fan blade with a radius of 0.15 m (from the provided image) rotates at an angular velocity of 12 rad/s during the steady phase (from the graph). Calculate the centripetal acceleration of a point on the tip of the blade.,"[""A car travels at a constant speed of 20 m/s around a flat circular curve with a radius of 50 m. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round moves in a circle with a radius of 2.0 m. If the merry-go-round completes one full revolution every 4.0 seconds, determine the centripetal acceleration experienced by the child."", ""A bicycle moves at a steady speed of 5.0 m/s along a circular path with a radius of 10 m. What is the magnitude of the bicycle's centripetal acceleration?""]",Difficulty: easy. Use the provided graph (graph_12456302.png) and real-world image (fan2_1770899009.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12456302.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\qZbjrBpk21gB5dluTsyuQBWVVrJ3\\fan2_1770899009.jpg""]"
PR-EN-016-fe,en,problem_generating,few_shot,intermediate,"The fan blade radius is 0.30 m as shown in the image. Using the angular velocities of 0.50 rad/s during the steady phase and 0.70 rad/s at the highest peak from the graph, compare the centripetal accelerations at these two instances.","[""A car travels at 25 m/s around a horizontal curve with a radius of 150 m. Calculate the centripetal acceleration experienced by the car."", ""The International Space Station orbits Earth at an altitude of 400 km with a period of 92 minutes. Calculate its centripetal acceleration. (Earth's radius = 6.37 × 10⁶ m)"", ""A laboratory centrifuge has a radius of 0.15 m and spins at 4000 revolutions per minute. Determine the centripetal acceleration at the edge of the centrifuge.""]",Difficulty: intermediate. Use the provided graph (graph_00ff3cf5.png) and real-world image (fan3.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_00ff3cf5.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan3.jpg""]"
PR-EN-017-fe,en,problem_generating,few_shot,intermediate,"A standing fan (image) has a blade radius of 0.25 m. During the steady phase (yellow region) in the graph, the angular velocity fluctuates between 0.4 rad/s and 0.6 rad/s. Calculate and compare the centripetal accelerations at the blade tip for these two angular velocities.","[""A car travels at 25 m/s around a horizontal curve with a radius of 150 m. Calculate the centripetal acceleration experienced by the car."", ""The International Space Station orbits Earth at an altitude of 400 km with a period of 92 minutes. Calculate its centripetal acceleration. (Earth's radius = 6.37 × 10⁶ m)"", ""A laboratory centrifuge has a radius of 0.15 m and spins at 4000 revolutions per minute. Determine the centripetal acceleration at the edge of the centrifuge.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-018-fe,en,problem_generating,few_shot,intermediate,"A standing fan (image fan7.jpg) has a blade radius of 0.35 m. From the angular velocity vs time graph (graph_0741a783.png), the fan's angular velocity is 9.0 rad/s during the steady phase (yellow region) and 4.5 rad/s during the decrease phase (red region). Compare the centripetal acceleration at both phases.","[""A car travels at 25 m/s around a horizontal curve with a radius of 150 m. Calculate the centripetal acceleration experienced by the car."", ""The International Space Station orbits Earth at an altitude of 400 km with a period of 92 minutes. Calculate its centripetal acceleration. (Earth's radius = 6.37 × 10⁶ m)"", ""A laboratory centrifuge has a radius of 0.15 m and spins at 4000 revolutions per minute. Determine the centripetal acceleration at the edge of the centrifuge.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-019-fe,en,problem_generating,few_shot,intermediate,The fan blade has a radius of 0.25 m as shown in the image. Compare the centripetal acceleration at 18 s (during the steady phase) and 35 s (during the decrease phase) using angular velocity values from the graph.,"[""A car travels at 25 m/s around a horizontal curve with a radius of 150 m. Calculate the centripetal acceleration experienced by the car."", ""The International Space Station orbits Earth at an altitude of 400 km with a period of 92 minutes. Calculate its centripetal acceleration. (Earth's radius = 6.37 × 10⁶ m)"", ""A laboratory centrifuge has a radius of 0.15 m and spins at 4000 revolutions per minute. Determine the centripetal acceleration at the edge of the centrifuge.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-020-fe,en,problem_generating,few_shot,intermediate,"Using the angular velocities at the end of the increase phase (14 rad/s) and during the steady phase (16 rad/s) from the graph, and the bicycle wheel radius of 0.35 m shown in the image, compare the centripetal acceleration of a point on the rim at these two instances.","[""A car travels at 25 m/s around a horizontal curve with a radius of 150 m. Calculate the centripetal acceleration experienced by the car."", ""The International Space Station orbits Earth at an altitude of 400 km with a period of 92 minutes. Calculate its centripetal acceleration. (Earth's radius = 6.37 × 10⁶ m)"", ""A laboratory centrifuge has a radius of 0.15 m and spins at 4000 revolutions per minute. Determine the centripetal acceleration at the edge of the centrifuge.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
PR-EN-021-fe,en,problem_generating,few_shot,advanced,"Using the angular velocity of 2.5 rad/s during the Steady phase of Experiment 2 from the graph and the unicycle wheel radius of 0.35 m (±0.03 m) shown in the image, determine the range of possible centripetal accelerations at the wheel's rim.","[""A 1200 kg car travels at 25 m/s around a banked curve with a 15° angle and a radius of 80 m. Calculate the minimum coefficient of static friction required to prevent the car from sliding down the banked surface. Assume g = 9.8 m/s²."", ""A satellite orbits Mars in a circular path with a period of 2.1 hours. If the orbital radius is 3.5 × 10⁶ m, determine the magnitude of the satellite's centripetal acceleration. (Mars' gravitational acceleration is not required for this calculation.)"", ""A cylindrical space station with a diameter of 200 m rotates to simulate Earth-like gravity (9.8 m/s²) at its outer rim. Calculate the required rotation rate in revolutions per minute (rpm) to achieve this centripetal acceleration.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-022-fe,en,problem_generating,few_shot,advanced,"Using the angular velocity of 0.5 rad/s during the Steady phase of Experiment 1 from the graph and the unicycle wheel radius of 0.6 m shown in the image, calculate the centripetal acceleration at the rim of the wheel.","[""A 1200 kg car travels at 25 m/s around a banked curve with a 15° angle and a radius of 80 m. Calculate the minimum coefficient of static friction required to prevent the car from sliding down the banked surface. Assume g = 9.8 m/s²."", ""A satellite orbits Mars in a circular path with a period of 2.1 hours. If the orbital radius is 3.5 × 10⁶ m, determine the magnitude of the satellite's centripetal acceleration. (Mars' gravitational acceleration is not required for this calculation.)"", ""A cylindrical space station with a diameter of 200 m rotates to simulate Earth-like gravity (9.8 m/s²) at its outer rim. Calculate the required rotation rate in revolutions per minute (rpm) to achieve this centripetal acceleration.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-023-fe,en,problem_generating,few_shot,advanced,"During the Steady phase of Experiment 2 in the graph, the centripetal acceleration reaches 25 m/s². Using the rotating object’s diameter of 28 cm (inferred from the 'Content-Length: 28' parameter in the terminal output shown in the image), calculate the angular velocity of the object.","[""A 1200 kg car travels at 25 m/s around a banked curve with a 15° angle and a radius of 80 m. Calculate the minimum coefficient of static friction required to prevent the car from sliding down the banked surface. Assume g = 9.8 m/s²."", ""A satellite orbits Mars in a circular path with a period of 2.1 hours. If the orbital radius is 3.5 × 10⁶ m, determine the magnitude of the satellite's centripetal acceleration. (Mars' gravitational acceleration is not required for this calculation.)"", ""A cylindrical space station with a diameter of 200 m rotates to simulate Earth-like gravity (9.8 m/s²) at its outer rim. Calculate the required rotation rate in revolutions per minute (rpm) to achieve this centripetal acceleration.""]",Difficulty: advanced. Use the provided graph (graph_01dc389f.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_01dc389f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-024-fe,en,problem_generating,few_shot,advanced,"Using the angular velocity at t = 2.5 s from Experiment 2 in the graph and the unicycle wheel radius (r = 0.35 m ± 0.01 m) shown in the image, estimate the possible range of centripetal acceleration for a point on the rim.","[""A 1200 kg car travels at 25 m/s around a banked curve with a 15° angle and a radius of 80 m. Calculate the minimum coefficient of static friction required to prevent the car from sliding down the banked surface. Assume g = 9.8 m/s²."", ""A satellite orbits Mars in a circular path with a period of 2.1 hours. If the orbital radius is 3.5 × 10⁶ m, determine the magnitude of the satellite's centripetal acceleration. (Mars' gravitational acceleration is not required for this calculation.)"", ""A cylindrical space station with a diameter of 200 m rotates to simulate Earth-like gravity (9.8 m/s²) at its outer rim. Calculate the required rotation rate in revolutions per minute (rpm) to achieve this centripetal acceleration.""]",Difficulty: advanced. Use the provided graph (graph_02ce992e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_02ce992e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-025-fe,en,problem_generating,few_shot,advanced,"During the 'Decrease' phase of Experiment 2 (5–15 s), the centripetal acceleration of a point on the bicycle wheel decreases from 3.0 m/s² to 0.5 m/s². Using the wheel radius of 0.16 m observed in the image, calculate the ratio of the initial to final angular velocity of the wheel during this interval.","[""A 1200 kg car travels at 25 m/s around a banked curve with a 15° angle and a radius of 80 m. Calculate the minimum coefficient of static friction required to prevent the car from sliding down the banked surface. Assume g = 9.8 m/s²."", ""A satellite orbits Mars in a circular path with a period of 2.1 hours. If the orbital radius is 3.5 × 10⁶ m, determine the magnitude of the satellite's centripetal acceleration. (Mars' gravitational acceleration is not required for this calculation.)"", ""A cylindrical space station with a diameter of 200 m rotates to simulate Earth-like gravity (9.8 m/s²) at its outer rim. Calculate the required rotation rate in revolutions per minute (rpm) to achieve this centripetal acceleration.""]",Difficulty: advanced. Use the provided graph (graph_03059250.png) and real-world image (foto_with_circles_1753579287.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_03059250.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579287.jpg""]"
