id,lang,stage,prompt_type,inquiry,reference,context
PR-EN-014-fe,en,problem_finding,few_shot,Can you identify an object in your surroundings that spins or rotates?,"[""Can you identify any movements in your surroundings that involve a change in direction but constant speed?"", ""What activities can you think of that involve an object moving in a circular path?"", ""Can you find an example of an object moving in a circular path with a constant speed?"", ""What examples can you find around you that demonstrate an object moving in a circular path?"", ""Can you think of any real-world examples where an object's direction changes while its speed remains constant?""]",Playground carousel rotating
PR-EN-015-co,en,problem_finding,cot,Can you identify an object in your environment that is rotating and might be experiencing centripetal acceleration?,"[""Can you identify any movements in your surroundings that involve a change in direction but constant speed?"", ""What activities can you think of that involve an object moving in a circular path?"", ""Can you find an example of an object moving in a circular path with a constant speed?"", ""What examples can you find around you that demonstrate an object moving in a circular path?"", ""Can you think of any real-world examples where an object's direction changes while its speed remains constant?""]",Playground carousel rotating
PR-EN-016-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your surroundings that is moving in a circular path?,"[""Can you identify any movements in your surroundings that involve a change in direction but constant speed?"", ""What activities can you think of that involve an object moving in a circular path?"", ""Can you find an example of an object moving in a circular path with a constant speed?"", ""What examples can you find around you that demonstrate an object moving in a circular path?"", ""Can you think of any real-world examples where an object's direction changes while its speed remains constant?""]",Playground carousel rotating
PR-EN-017-ze,en,problem_finding,zero_shot,Can you identify an item in your surroundings that is rotating in a circular path?,"[""Can you identify any objects around you that might be demonstrating centripetal acceleration?"", ""What activities can you think of that might involve centripetal acceleration?"", ""What objects in your surroundings could be used to observe centripetal acceleration?"", ""Can you find something in your environment that might exhibit centripetal acceleration?"", ""What everyday items might you use to demonstrate the concept of centripetal acceleration?""]",Desk fan on a table
PR-EN-018-fe,en,problem_finding,few_shot,Can you identify an object in your surroundings that spins or rotates continuously?,"[""Can you identify any objects around you that might be demonstrating centripetal acceleration?"", ""What activities can you think of that might involve centripetal acceleration?"", ""What objects in your surroundings could be used to observe centripetal acceleration?"", ""Can you find something in your environment that might exhibit centripetal acceleration?"", ""What everyday items might you use to demonstrate the concept of centripetal acceleration?""]",Desk fan on a table
PR-EN-019-co,en,problem_finding,cot,Can you identify an object in your surroundings that rotates in a circular path?,"[""Can you identify any objects around you that might be demonstrating centripetal acceleration?"", ""What activities can you think of that might involve centripetal acceleration?"", ""What objects in your surroundings could be used to observe centripetal acceleration?"", ""Can you find something in your environment that might exhibit centripetal acceleration?"", ""What everyday items might you use to demonstrate the concept of centripetal acceleration?""]",Desk fan on a table
PR-EN-020-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your surroundings that spins in a circular motion?,"[""Can you identify any objects around you that might be demonstrating centripetal acceleration?"", ""What activities can you think of that might involve centripetal acceleration?"", ""What objects in your surroundings could be used to observe centripetal acceleration?"", ""Can you find something in your environment that might exhibit centripetal acceleration?"", ""What everyday items might you use to demonstrate the concept of centripetal acceleration?""]",Desk fan on a table
PR-EN-021-ze,en,problem_finding,zero_shot,Can you identify an object in your surroundings that spins in a circular path?,"[""Can you identify any objects around you that spin in a circular motion?"", ""What items in your surroundings move in a circular path?"", ""Can you find any examples of objects that rotate around a fixed point?"", ""What everyday activities involve objects moving in a circular path?"", ""Look for something in your environment that demonstrates circular motion.""]",Blender blade in a kitchen
PR-EN-022-fe,en,problem_finding,few_shot,Can you identify something in your environment that spins rapidly?,"[""Can you identify any objects around you that spin in a circular motion?"", ""What items in your surroundings move in a circular path?"", ""Can you find any examples of objects that rotate around a fixed point?"", ""What everyday activities involve objects moving in a circular path?"", ""Look for something in your environment that demonstrates circular motion.""]",Blender blade in a kitchen
PR-EN-023-co,en,problem_finding,cot,Can you identify an object in your surroundings that spins in a circular motion?,"[""Can you identify any objects around you that spin in a circular motion?"", ""What items in your surroundings move in a circular path?"", ""Can you find any examples of objects that rotate around a fixed point?"", ""What everyday activities involve objects moving in a circular path?"", ""Look for something in your environment that demonstrates circular motion.""]",Blender blade in a kitchen
PR-EN-024-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your surroundings that spins in a circular motion?,"[""Can you identify any objects around you that spin in a circular motion?"", ""What items in your surroundings move in a circular path?"", ""Can you find any examples of objects that rotate around a fixed point?"", ""What everyday activities involve objects moving in a circular path?"", ""Look for something in your environment that demonstrates circular motion.""]",Blender blade in a kitchen
PR-EN-025-ze,en,problem_finding,zero_shot,Can you identify an item in your surroundings that moves in a circular path due to a force acting towards the center?,"[""What are some activities that involve a circular motion?"", ""Can you identify objects around you that move in a circular path?"", ""What examples can you find in your daily life that demonstrate circular motion?"", ""Can you think of any sports or games that involve objects moving in a circular path?"", ""What types of transportation might exhibit centripetal acceleration?""]",Yo-yo swinging on a finger
PR-EN-026-fe,en,problem_finding,few_shot,Can you identify an object in your surroundings that swings or rotates around a fixed point?,"[""What are some activities that involve a circular motion?"", ""Can you identify objects around you that move in a circular path?"", ""What examples can you find in your daily life that demonstrate circular motion?"", ""Can you think of any sports or games that involve objects moving in a circular path?"", ""What types of transportation might exhibit centripetal acceleration?""]",Yo-yo swinging on a finger
PR-EN-027-co,en,problem_finding,cot,Can you identify an object in your surroundings that moves in a circular path?,"[""What are some activities that involve a circular motion?"", ""Can you identify objects around you that move in a circular path?"", ""What examples can you find in your daily life that demonstrate circular motion?"", ""Can you think of any sports or games that involve objects moving in a circular path?"", ""What types of transportation might exhibit centripetal acceleration?""]",Yo-yo swinging on a finger
PR-EN-028-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your surroundings that moves in a circular path due to a force acting towards the center?,"[""What are some activities that involve a circular motion?"", ""Can you identify objects around you that move in a circular path?"", ""What examples can you find in your daily life that demonstrate circular motion?"", ""Can you think of any sports or games that involve objects moving in a circular path?"", ""What types of transportation might exhibit centripetal acceleration?""]",Yo-yo swinging on a finger
PR-EN-029-ze,en,problem_finding,zero_shot,Can you identify an item in your environment that spins in a circular motion?,"[""What are some activities that involve circular motion?"", ""Can you identify any objects around you that rotate?"", ""What examples of circular motion can you find in your daily life?"", ""Can you think of any devices that use rotation?"", ""What are some examples of objects moving in a circular path?""]",Turntable platter spinning
PR-EN-030-fe,en,problem_finding,few_shot,Can you identify something in your surroundings that spins or rotates continuously?,"[""What are some activities that involve circular motion?"", ""Can you identify any objects around you that rotate?"", ""What examples of circular motion can you find in your daily life?"", ""Can you think of any devices that use rotation?"", ""What are some examples of objects moving in a circular path?""]",Turntable platter spinning
PR-EN-031-co,en,problem_finding,cot,Can you identify an object in your environment that spins in a circular motion?,"[""What are some activities that involve circular motion?"", ""Can you identify any objects around you that rotate?"", ""What examples of circular motion can you find in your daily life?"", ""Can you think of any devices that use rotation?"", ""What are some examples of objects moving in a circular path?""]",Turntable platter spinning
PR-EN-032-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your environment that spins in a circular motion?,"[""What are some activities that involve circular motion?"", ""Can you identify any objects around you that rotate?"", ""What examples of circular motion can you find in your daily life?"", ""Can you think of any devices that use rotation?"", ""What are some examples of objects moving in a circular path?""]",Turntable platter spinning
PR-EN-033-ze,en,problem_finding,zero_shot,"Can you identify an item in your surroundings that, when moved in a circular path, demonstrates the concept of centripetal acceleration?","[""What activities can you think of that might demonstrate the concept of centripetal acceleration?"", ""Can you identify any objects in your surroundings that might be related to centripetal acceleration?"", ""What everyday items or activities might involve centripetal acceleration?"", ""Can you find something in your environment that could be used to illustrate the concept of centripetal acceleration?"", ""What objects or activities around you might involve a force acting towards the center?""]",Toy car tied to a string
PR-EN-034-fe,en,problem_finding,few_shot,Can you identify an object in your surroundings that can be made to move in a circular path?,"[""What activities can you think of that might demonstrate the concept of centripetal acceleration?"", ""Can you identify any objects in your surroundings that might be related to centripetal acceleration?"", ""What everyday items or activities might involve centripetal acceleration?"", ""Can you find something in your environment that could be used to illustrate the concept of centripetal acceleration?"", ""What objects or activities around you might involve a force acting towards the center?""]",Toy car tied to a string
PR-EN-035-co,en,problem_finding,cot,Can you identify an object in your environment that moves in a circular path?,"[""What activities can you think of that might demonstrate the concept of centripetal acceleration?"", ""Can you identify any objects in your surroundings that might be related to centripetal acceleration?"", ""What everyday items or activities might involve centripetal acceleration?"", ""Can you find something in your environment that could be used to illustrate the concept of centripetal acceleration?"", ""What objects or activities around you might involve a force acting towards the center?""]",Toy car tied to a string
PR-EN-036-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your environment that moves in a circular path?,"[""What activities can you think of that might demonstrate the concept of centripetal acceleration?"", ""Can you identify any objects in your surroundings that might be related to centripetal acceleration?"", ""What everyday items or activities might involve centripetal acceleration?"", ""Can you find something in your environment that could be used to illustrate the concept of centripetal acceleration?"", ""What objects or activities around you might involve a force acting towards the center?""]",Toy car tied to a string
PR-EN-037-ze,en,problem_finding,zero_shot,Can you identify an object in your surroundings that spins or rotates?,"[""What are some examples of objects around you that rotate?"", ""Can you identify something in your environment that spins?"", ""What things in your surroundings involve circular motion?"", ""Can you find an object that demonstrates circular movement?"", ""What everyday activities or objects involve rotation?""]",Office chair wheel rotating
PR-EN-038-fe,en,problem_finding,few_shot,Can you identify something in your surroundings that spins or rotates?,"[""What are some examples of objects around you that rotate?"", ""Can you identify something in your environment that spins?"", ""What things in your surroundings involve circular motion?"", ""Can you find an object that demonstrates circular movement?"", ""What everyday activities or objects involve rotation?""]",Office chair wheel rotating
PR-EN-039-co,en,problem_finding,cot,Can you identify an object in your surroundings that rotates and could demonstrate principles of centripetal acceleration?,"[""What are some examples of objects around you that rotate?"", ""Can you identify something in your environment that spins?"", ""What things in your surroundings involve circular motion?"", ""Can you find an object that demonstrates circular movement?"", ""What everyday activities or objects involve rotation?""]",Office chair wheel rotating
PR-EN-040-dr,en,problem_finding,draft_critique_revise,Can you identify an object in your surroundings that exhibits circular motion?,"[""What are some examples of objects around you that rotate?"", ""Can you identify something in your environment that spins?"", ""What things in your surroundings involve circular motion?"", ""Can you find an object that demonstrates circular movement?"", ""What everyday activities or objects involve rotation?""]",Office chair wheel rotating
PR-EN-041-ze,en,problem_exploring,zero_shot,How can you experimentally determine the centripetal acceleration of the rotating fan blades?,"[""What factors can affect the centripetal acceleration of a rotating object?"", ""How does the speed of rotation influence the centripetal acceleration?"", ""How can we measure the centripetal acceleration of a rotating object in a real-world scenario?"", ""What happens to the centripetal acceleration if the radius of rotation is changed?"", ""How does the mass of a rotating object impact its centripetal acceleration?""]",Rotating fan blades
PR-EN-042-fe,en,problem_exploring,few_shot,What can you observe about the speed and force required to keep the fan blades in circular motion?,"[""What factors can affect the centripetal acceleration of a rotating object?"", ""How does the speed of rotation influence the centripetal acceleration?"", ""How can we measure the centripetal acceleration of a rotating object in a real-world scenario?"", ""What happens to the centripetal acceleration if the radius of rotation is changed?"", ""How does the mass of a rotating object impact its centripetal acceleration?""]",Rotating fan blades
PR-EN-043-co,en,problem_exploring,cot,Can you identify an experiment to observe the principles of centripetal acceleration?,"[""What factors can affect the centripetal acceleration of a rotating object?"", ""How does the speed of rotation influence the centripetal acceleration?"", ""How can we measure the centripetal acceleration of a rotating object in a real-world scenario?"", ""What happens to the centripetal acceleration if the radius of rotation is changed?"", ""How does the mass of a rotating object impact its centripetal acceleration?""]",Rotating fan blades
PR-EN-044-dr,en,problem_exploring,draft_critique_revise,What experiment can you design to observe and analyze centripetal acceleration?,"[""What factors can affect the centripetal acceleration of a rotating object?"", ""How does the speed of rotation influence the centripetal acceleration?"", ""How can we measure the centripetal acceleration of a rotating object in a real-world scenario?"", ""What happens to the centripetal acceleration if the radius of rotation is changed?"", ""How does the mass of a rotating object impact its centripetal acceleration?""]",Rotating fan blades
PR-EN-045-ze,en,problem_exploring,zero_shot,What experiments can you design to explore the centripetal acceleration of a spinning bicycle wheel?,"[""What factors affect the centripetal acceleration of a spinning bicycle wheel?"", ""How does the speed of rotation influence the centripetal acceleration of a spinning bicycle wheel?"", ""How does the mass of the wheel affect the centripetal acceleration during spinning?"", ""What happens to the centripetal acceleration if the radius of the spinning wheel is changed?"", ""How can we measure the centripetal acceleration of a spinning bicycle wheel?""]",Spinning bicycle wheel
PR-EN-046-fe,en,problem_exploring,few_shot,What can you observe about the relationship between the speed of rotation and the force required to maintain the spin?,"[""What factors affect the centripetal acceleration of a spinning bicycle wheel?"", ""How does the speed of rotation influence the centripetal acceleration of a spinning bicycle wheel?"", ""How does the mass of the wheel affect the centripetal acceleration during spinning?"", ""What happens to the centripetal acceleration if the radius of the spinning wheel is changed?"", ""How can we measure the centripetal acceleration of a spinning bicycle wheel?""]",Spinning bicycle wheel
PR-EN-047-co,en,problem_exploring,cot,What aspects of centripetal acceleration can you explore in a spinning object?,"[""What factors affect the centripetal acceleration of a spinning bicycle wheel?"", ""How does the speed of rotation influence the centripetal acceleration of a spinning bicycle wheel?"", ""How does the mass of the wheel affect the centripetal acceleration during spinning?"", ""What happens to the centripetal acceleration if the radius of the spinning wheel is changed?"", ""How can we measure the centripetal acceleration of a spinning bicycle wheel?""]",Spinning bicycle wheel
PR-EN-048-dr,en,problem_exploring,draft_critique_revise,What factors could you manipulate to observe changes in the centripetal acceleration of a spinning object?,"[""What factors affect the centripetal acceleration of a spinning bicycle wheel?"", ""How does the speed of rotation influence the centripetal acceleration of a spinning bicycle wheel?"", ""How does the mass of the wheel affect the centripetal acceleration during spinning?"", ""What happens to the centripetal acceleration if the radius of the spinning wheel is changed?"", ""How can we measure the centripetal acceleration of a spinning bicycle wheel?""]",Spinning bicycle wheel
PR-EN-049-ze,en,problem_exploring,zero_shot,What experiments can you design to explore the centripetal acceleration of a washer on a string?,"[""What factors might affect the centripetal acceleration of the washer on the string?"", ""How would the length of the string impact the centripetal acceleration of the washer?"", ""How would the speed of the washer's rotation affect its centripetal acceleration?"", ""What would happen to the centripetal acceleration if the mass of the washer changes?"", ""How can we measure the centripetal acceleration of the washer on the string?""]",Washer on a string
PR-EN-050-fe,en,problem_exploring,few_shot,What can you observe about the motion of the washer when you change the speed of its rotation?,"[""What factors might affect the centripetal acceleration of the washer on the string?"", ""How would the length of the string impact the centripetal acceleration of the washer?"", ""How would the speed of the washer's rotation affect its centripetal acceleration?"", ""What would happen to the centripetal acceleration if the mass of the washer changes?"", ""How can we measure the centripetal acceleration of the washer on the string?""]",Washer on a string
PR-EN-051-co,en,problem_exploring,cot,What experiments can you design to explore the principles of centripetal acceleration?,"[""What factors might affect the centripetal acceleration of the washer on the string?"", ""How would the length of the string impact the centripetal acceleration of the washer?"", ""How would the speed of the washer's rotation affect its centripetal acceleration?"", ""What would happen to the centripetal acceleration if the mass of the washer changes?"", ""How can we measure the centripetal acceleration of the washer on the string?""]",Washer on a string
PR-EN-052-dr,en,problem_exploring,draft_critique_revise,What changes in the motion of the washer can you observe when you alter the length of the string?,"[""What factors might affect the centripetal acceleration of the washer on the string?"", ""How would the length of the string impact the centripetal acceleration of the washer?"", ""How would the speed of the washer's rotation affect its centripetal acceleration?"", ""What would happen to the centripetal acceleration if the mass of the washer changes?"", ""How can we measure the centripetal acceleration of the washer on the string?""]",Washer on a string
PR-EN-053-ze,en,problem_exploring,zero_shot,How can you experiment with the turntable to explore the principles of centripetal acceleration?,"[""What factors could influence the centripetal acceleration of an object on a turntable?"", ""How does the speed of rotation affect the centripetal acceleration of an object on a turntable?"", ""What would happen to the centripetal acceleration if the mass of the object on the turntable is increased?"", ""How can we measure the centripetal acceleration of an object on a turntable?"", ""What is the relationship between the radius of the turntable and the centripetal acceleration of an object on it?""]",Turntable
PR-EN-054-fe,en,problem_exploring,few_shot,What can you observe about the motion of an object placed at different points on the turntable?,"[""What factors could influence the centripetal acceleration of an object on a turntable?"", ""How does the speed of rotation affect the centripetal acceleration of an object on a turntable?"", ""What would happen to the centripetal acceleration if the mass of the object on the turntable is increased?"", ""How can we measure the centripetal acceleration of an object on a turntable?"", ""What is the relationship between the radius of the turntable and the centripetal acceleration of an object on it?""]",Turntable
PR-EN-055-co,en,problem_exploring,cot,What aspects of a turntable could be related to centripetal acceleration?,"[""What factors could influence the centripetal acceleration of an object on a turntable?"", ""How does the speed of rotation affect the centripetal acceleration of an object on a turntable?"", ""What would happen to the centripetal acceleration if the mass of the object on the turntable is increased?"", ""How can we measure the centripetal acceleration of an object on a turntable?"", ""What is the relationship between the radius of the turntable and the centripetal acceleration of an object on it?""]",Turntable
PR-EN-056-dr,en,problem_exploring,draft_critique_revise,What experiment could you design to observe centripetal acceleration using a turntable?,"[""What factors could influence the centripetal acceleration of an object on a turntable?"", ""How does the speed of rotation affect the centripetal acceleration of an object on a turntable?"", ""What would happen to the centripetal acceleration if the mass of the object on the turntable is increased?"", ""How can we measure the centripetal acceleration of an object on a turntable?"", ""What is the relationship between the radius of the turntable and the centripetal acceleration of an object on it?""]",Turntable
PR-EN-057-ze,en,problem_exploring,zero_shot,What experiments can you design to explore the centripetal acceleration of a rotating toy?,"[""What factors might affect the centripetal acceleration of the rotating toy?"", ""How would the centripetal acceleration change if the speed of the rotating toy is increased?"", ""What would happen to the centripetal acceleration if the mass of the rotating toy is increased?"", ""How can we measure the centripetal acceleration of the rotating toy?"", ""What is the relationship between the radius of the rotation and the centripetal acceleration of the rotating toy?""]",Rotating toy
PR-EN-058-fe,en,problem_exploring,few_shot,What can you observe about the toy's motion when you analyze the relationship between its speed and the required force?,"[""What factors might affect the centripetal acceleration of the rotating toy?"", ""How would the centripetal acceleration change if the speed of the rotating toy is increased?"", ""What would happen to the centripetal acceleration if the mass of the rotating toy is increased?"", ""How can we measure the centripetal acceleration of the rotating toy?"", ""What is the relationship between the radius of the rotation and the centripetal acceleration of the rotating toy?""]",Rotating toy
PR-EN-059-co,en,problem_exploring,cot,What aspects of the rotating toy can you explore to understand centripetal acceleration?,"[""What factors might affect the centripetal acceleration of the rotating toy?"", ""How would the centripetal acceleration change if the speed of the rotating toy is increased?"", ""What would happen to the centripetal acceleration if the mass of the rotating toy is increased?"", ""How can we measure the centripetal acceleration of the rotating toy?"", ""What is the relationship between the radius of the rotation and the centripetal acceleration of the rotating toy?""]",Rotating toy
PR-EN-060-dr,en,problem_exploring,draft_critique_revise,What observations can you make about the motion of a rotating toy?,"[""What factors might affect the centripetal acceleration of the rotating toy?"", ""How would the centripetal acceleration change if the speed of the rotating toy is increased?"", ""What would happen to the centripetal acceleration if the mass of the rotating toy is increased?"", ""How can we measure the centripetal acceleration of the rotating toy?"", ""What is the relationship between the radius of the rotation and the centripetal acceleration of the rotating toy?""]",Rotating toy
PR-EN-061-ze,en,problem_exploring,zero_shot,What patterns or relationships can you identify from the 'acceleration versus radius' graph in the context of centripetal acceleration?,"[""What patterns can you observe from the a vs r graph?"", ""How does the a vs r graph relate to the concept of centripetal acceleration?"", ""What can you infer about the relationship between acceleration and radius from the graph?"", ""How would the graph change if the speed was increased?"", ""What real-world scenarios could this a vs r graph represent?""]",Experiment data: a vs r graph
PR-EN-062-fe,en,problem_exploring,few_shot,What can you observe from the relationship between acceleration and radius in the graph?,"[""What patterns can you observe from the a vs r graph?"", ""How does the a vs r graph relate to the concept of centripetal acceleration?"", ""What can you infer about the relationship between acceleration and radius from the graph?"", ""How would the graph change if the speed was increased?"", ""What real-world scenarios could this a vs r graph represent?""]",Experiment data: a vs r graph
PR-EN-063-co,en,problem_exploring,cot,What patterns can you observe from the a vs r graph in your experiment?,"[""What patterns can you observe from the a vs r graph?"", ""How does the a vs r graph relate to the concept of centripetal acceleration?"", ""What can you infer about the relationship between acceleration and radius from the graph?"", ""How would the graph change if the speed was increased?"", ""What real-world scenarios could this a vs r graph represent?""]",Experiment data: a vs r graph
PR-EN-064-dr,en,problem_exploring,draft_critique_revise,What pattern can you observe from the a vs r graph in your experiment?,"[""What patterns can you observe from the a vs r graph?"", ""How does the a vs r graph relate to the concept of centripetal acceleration?"", ""What can you infer about the relationship between acceleration and radius from the graph?"", ""How would the graph change if the speed was increased?"", ""What real-world scenarios could this a vs r graph represent?""]",Experiment data: a vs r graph
PR-EN-065-ze,en,problem_exploring,zero_shot,How can you use a string of a measured length to explore the concept of centripetal acceleration?,"[""How does the length of the string affect the centripetal acceleration of a swinging object?"", ""What would happen to the centripetal acceleration if we increase the length of the string?"", ""How can we measure the effect of string length on the centripetal acceleration of a pendulum?"", ""Can we predict the centripetal acceleration based on the length of the string?"", ""What is the relationship between the length of the string and the centripetal acceleration?""]",Measured string length
PR-EN-066-fe,en,problem_exploring,few_shot,What can you observe about the relationship between the length of the string and the centripetal acceleration?,"[""How does the length of the string affect the centripetal acceleration of a swinging object?"", ""What would happen to the centripetal acceleration if we increase the length of the string?"", ""How can we measure the effect of string length on the centripetal acceleration of a pendulum?"", ""Can we predict the centripetal acceleration based on the length of the string?"", ""What is the relationship between the length of the string and the centripetal acceleration?""]",Measured string length
PR-EN-067-co,en,problem_exploring,cot,What experiments can you design to explore the effect of varying string length on centripetal acceleration?,"[""How does the length of the string affect the centripetal acceleration of a swinging object?"", ""What would happen to the centripetal acceleration if we increase the length of the string?"", ""How can we measure the effect of string length on the centripetal acceleration of a pendulum?"", ""Can we predict the centripetal acceleration based on the length of the string?"", ""What is the relationship between the length of the string and the centripetal acceleration?""]",Measured string length
PR-EN-068-dr,en,problem_exploring,draft_critique_revise,What changes can you observe in the motion of a pendulum when you alter the length of the string?,"[""How does the length of the string affect the centripetal acceleration of a swinging object?"", ""What would happen to the centripetal acceleration if we increase the length of the string?"", ""How can we measure the effect of string length on the centripetal acceleration of a pendulum?"", ""Can we predict the centripetal acceleration based on the length of the string?"", ""What is the relationship between the length of the string and the centripetal acceleration?""]",Measured string length
PR-EN-069-ze,en,problem_exploring,zero_shot,What experiments can you design using the tension in a string setup to explore the principles of centripetal acceleration?,"[""What factors might affect the centripetal acceleration in a tension in a string setup?"", ""How does the length of the string influence the centripetal acceleration in a tension in a string setup?"", ""What would happen to the centripetal acceleration if the mass of the object at the end of the string was increased?"", ""How can we measure the centripetal acceleration in a tension in a string setup?"", ""What is the relationship between the speed of the object and the centripetal acceleration in a tension in a string setup?""]",Tension in a string setup
PR-EN-070-fe,en,problem_exploring,few_shot,What can you observe about the relationship between the tension in the string and the speed of the object in motion?,"[""What factors might affect the centripetal acceleration in a tension in a string setup?"", ""How does the length of the string influence the centripetal acceleration in a tension in a string setup?"", ""What would happen to the centripetal acceleration if the mass of the object at the end of the string was increased?"", ""How can we measure the centripetal acceleration in a tension in a string setup?"", ""What is the relationship between the speed of the object and the centripetal acceleration in a tension in a string setup?""]",Tension in a string setup
PR-EN-071-co,en,problem_exploring,cot,What aspects of the tension in a string setup can you explore to understand centripetal acceleration?,"[""What factors might affect the centripetal acceleration in a tension in a string setup?"", ""How does the length of the string influence the centripetal acceleration in a tension in a string setup?"", ""What would happen to the centripetal acceleration if the mass of the object at the end of the string was increased?"", ""How can we measure the centripetal acceleration in a tension in a string setup?"", ""What is the relationship between the speed of the object and the centripetal acceleration in a tension in a string setup?""]",Tension in a string setup
