id,item_group_id,lang,stage,difficulty,prompt_type,knowledge_mode,bleu1,bleu4,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,geval_overall
PR-EN-017-fe-kg,PR-EN-017-fe,en,problem_generating,intermediate,few_shot,kg,43.13438605199061,2.4336386097108282,0.36363636363636365,0.10666666666666666,0.25,0.87795490026474,0.9031368494033813,0.8887192010879517,4
PR-EN-018-fe-base,PR-EN-018-fe,en,problem_generating,intermediate,few_shot,none,53.669257520043864,14.540692455548651,0.5185185185185185,0.18461538461538463,0.30769230769230765,0.8937481641769409,0.8989522457122803,0.8937056064605713,4
PR-EN-018-fe-kg,PR-EN-018-fe,en,problem_generating,intermediate,few_shot,kg,40.89086287241437,9.932149542370611,0.39506172839506176,0.15384615384615385,0.3209876543209877,0.8823786973953247,0.902701735496521,0.8907632827758789,4.2
PR-EN-019-fe-base,PR-EN-019-fe,en,problem_generating,intermediate,few_shot,none,50.0,23.27080490816513,0.4303797468354431,0.22222222222222224,0.379746835443038,0.9077421426773071,0.8996580243110657,0.8990927934646606,4
PR-EN-019-fe-kg,PR-EN-019-fe,en,problem_generating,intermediate,few_shot,kg,43.90243902439025,14.270596284245181,0.37209302325581395,0.1714285714285714,0.3023255813953489,0.8897616863250732,0.8994709849357605,0.8924644589424133,4.4
PR-EN-020-fe-base,PR-EN-020-fe,en,problem_generating,intermediate,few_shot,none,45.0,20.518900443243933,0.3888888888888889,0.20000000000000004,0.3132530120481927,0.8955315947532654,0.9058890342712402,0.8983213305473328,4.4
PR-EN-020-fe-kg,PR-EN-020-fe,en,problem_generating,intermediate,few_shot,kg,44.44444444444444,13.754878494693163,0.40449438202247195,0.15789473684210525,0.3076923076923077,0.8894734382629395,0.9053184986114502,0.8944641947746277,4.2
PR-EN-021-fe-base,PR-EN-021-fe,en,problem_generating,advanced,few_shot,none,44.680851063829785,16.04198278071715,0.37383177570093457,0.16842105263157894,0.288659793814433,0.8836418390274048,0.8894527554512024,0.8865377902984619,4
PR-EN-021-fe-kg,PR-EN-021-fe,en,problem_generating,advanced,few_shot,kg,41.17647058823529,12.235041385832085,0.39999999999999997,0.14678899082568805,0.27027027027027023,0.883608341217041,0.8873865008354187,0.8854933977127075,4.4
PR-EN-022-fe-base,PR-EN-022-fe,en,problem_generating,advanced,few_shot,none,47.91666666666667,16.0578738183079,0.37383177570093457,0.16842105263157894,0.30927835051546393,0.8838363289833069,0.887227475643158,0.8855286836624146,4.6
PR-EN-022-fe-kg,PR-EN-022-fe,en,problem_generating,advanced,few_shot,kg,51.78571428571429,15.59956683973379,0.47368421052631576,0.17857142857142858,0.3148148148148148,0.8834893703460693,0.8941037058830261,0.8887647986412048,4
PR-EN-023-fe-base,PR-EN-023-fe,en,problem_generating,advanced,few_shot,none,44.6355669935558,9.086207147629006,0.4173913043478261,0.19469026548672563,0.31304347826086953,0.8813313841819763,0.8903989195823669,0.885841965675354,4.4
PR-EN-023-fe-kg,PR-EN-023-fe,en,problem_generating,advanced,few_shot,kg,34.285714285714285,1.6622433680314008,0.3384615384615385,0.0847457627118644,0.24615384615384617,0.8680344223976135,0.8858477473258972,0.8768506646156311,4.2
PR-EN-024-fe-base,PR-EN-024-fe,en,problem_generating,advanced,few_shot,none,50.0,17.227882631803197,0.4329896907216495,0.16842105263157894,0.3010752688172043,0.8884963393211365,0.8855511546134949,0.8870213031768799,4.2
PR-EN-024-fe-kg,PR-EN-024-fe,en,problem_generating,advanced,few_shot,kg,45.5461030203771,8.956949418294508,0.396039603960396,0.08988764044943821,0.2772277227722772,0.888793408870697,0.8947245478630066,0.8917490839958191,4.4
PR-EN-025-fe-base,PR-EN-025-fe,en,problem_generating,advanced,few_shot,none,41.043944849869604,3.5385391381587623,0.37837837837837834,0.10434782608695653,0.2393162393162393,0.879680871963501,0.888969361782074,0.884300708770752,3.8
PR-EN-025-fe-kg,PR-EN-025-fe,en,problem_generating,advanced,few_shot,kg,36.206896551724135,6.738937557498574,0.3247863247863248,0.06956521739130433,0.20512820512820512,0.8741596937179565,0.8786101341247559,0.8763792514801025,4.2
