id,lang,stage,prompt_type,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-024-fe,en,problem_generating,few_shot,easy,"Using the graph showing angular velocity over time for a fan and the image of a standing fan, determine the centripetal acceleration of a point on the edge of the fan blade during the steady phase if the radius of the fan is 0.30 m.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 50 m. What is the centripetal acceleration of the car?"", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full rotation every 4 seconds. Calculate the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a distance of 7000 km from the center of the Earth with a speed of 7500 m/s. What is the centripetal acceleration of the satellite?""]",Difficulty: easy. Use the provided graph (graph_126543eb.png) and real-world image (fan3.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_126543eb.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan3.jpg""]"
PR-EN-025-fe,en,problem_generating,few_shot,easy,"Using the graph showing angular velocity over time and the image of the fan, determine the centripetal acceleration of a point on the tip of a fan blade at the moment when the angular velocity reaches its maximum value during the steady phase, assuming the radius of the fan is 0.3 meters.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 50 m. What is the centripetal acceleration of the car?"", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full rotation every 4 seconds. Calculate the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a distance of 7000 km from the center of the Earth with a speed of 7500 m/s. What is the centripetal acceleration of the satellite?""]",Difficulty: easy. Use the provided graph (graph_12875a99.png) and real-world image (fan6.jpeg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_12875a99.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan6.jpeg""]"
PR-EN-026-fe,en,problem_generating,few_shot,easy,"Using the graph showing angular velocity over time for a fan and the image of a standing fan with a blade radius of approximately 0.5 meters, determine the centripetal acceleration of a point on the tip of a blade at the moment when the angular velocity is 2.1 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 50 m. What is the centripetal acceleration of the car?"", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full rotation every 4 seconds. Calculate the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a distance of 7000 km from the center of the Earth with a speed of 7500 m/s. What is the centripetal acceleration of the satellite?""]",Difficulty: easy. Use the provided graph (graph_1945ab70.png) and real-world image (fan7.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_1945ab70.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan7.jpg""]"
PR-EN-027-fe,en,problem_generating,few_shot,easy,"Using the graph showing angular velocity over time and the image of the fan, determine the centripetal acceleration of a point on the edge of the fan blade at the moment when the angular velocity is 1.5 rad/s, assuming the radius of the fan is 0.25 m.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 50 m. What is the centripetal acceleration of the car?"", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full rotation every 4 seconds. Calculate the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a distance of 7000 km from the center of the Earth with a speed of 7500 m/s. What is the centripetal acceleration of the satellite?""]",Difficulty: easy. Use the provided graph (graph_1f58aba8.png) and real-world image (fan8.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_1f58aba8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan8.png""]"
PR-EN-028-fe,en,problem_generating,few_shot,easy,"Using the graph showing angular velocity over time and the image of a bicycle wheel with radius r and angular velocity ω, determine the centripetal acceleration of a point on the edge of the wheel during the steady phase when the angular velocity is approximately 12 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 50 m. What is the centripetal acceleration of the car?"", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full rotation every 4 seconds. Calculate the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a distance of 7000 km from the center of the Earth with a speed of 7500 m/s. What is the centripetal acceleration of the satellite?""]",Difficulty: easy. Use the provided graph (graph_1fe08783.png) and real-world image (foto_with_circles_1753524783.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_1fe08783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753524783.jpg""]"
PR-EN-029-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a unicycle wheel, determine the centripetal acceleration of a point on the rim of the wheel during the steady phase when the angular velocity is approximately 0.50 rad/s, assuming the radius of the wheel is 0.60 m.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_00ff3cf5.png) and real-world image (foto_with_circles_1753525429.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_00ff3cf5.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753525429.jpg""]"
PR-EN-030-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time for a unicycle wheel and the image of the unicycle wheel with radius r, determine the centripetal acceleration of a point on the rim during the steady phase when the angular velocity is approximately 0.5 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_04f4b72e.png) and real-world image (foto_with_circles_1753526365.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_04f4b72e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753526365.jpg""]"
PR-EN-031-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a laptop screen with a circular motion simulation, determine the centripetal acceleration at a point on the edge of a rotating disk with a radius of 0.15 m during the steady phase when the angular velocity is approximately 10 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0741a783.png) and real-world image (foto_with_circles_1753537958.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0741a783.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753537958.jpg""]"
PR-EN-032-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time for a unicycle wheel and the image indicating the radius of the wheel, determine the centripetal acceleration at the peak angular velocity during the steady phase, assuming the radius of the wheel is 0.5 meters.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0cd75b9e.png) and real-world image (foto_with_circles_1753577574.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0cd75b9e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753577574.jpg""]"
PR-EN-033-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a bicycle wheel, determine the maximum centripetal acceleration experienced by a point on the rim of the wheel during the increase phase, assuming the wheel has a radius of 0.3 meters.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_0f5b949e.png) and real-world image (foto_with_circles_1753579287.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_0f5b949e.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579287.jpg""]"
PR-EN-034-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a computer keyboard, determine the centripetal acceleration of a point on the edge of a rotating mechanical component (such as a fan) with a radius of 0.15 m during the steady phase, where the angular velocity is approximately 10 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_1a977966.png) and real-world image (foto_with_circles_1753579628.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_1a977966.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579628.jpg""]"
PR-EN-035-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a laptop screen, determine the centripetal acceleration of a point on the edge of a rotating disk with a radius of 0.15 m during the steady phase, assuming the angular velocity at that time is 15.0 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_1ab81606.png) and real-world image (foto_with_circles_1753579723.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_1ab81606.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753579723.jpg""]"
PR-EN-036-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a rotating object, determine the centripetal acceleration at a point 0.5 m from the center during the steady phase when the angular velocity is approximately 16 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_223f8abd.png) and real-world image (foto_with_circles_1753580033.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_223f8abd.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753580033.jpg""]"
PR-EN-037-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of the fortune wheel, determine the centripetal acceleration at the edge of the wheel when the angular velocity is at its maximum value during the steady phase, assuming the radius of the wheel is 0.5 m.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_2356dfe5.png) and real-world image (foto_with_circles_1753580252.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_2356dfe5.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753580252.jpg""]"
PR-EN-038-fe,en,problem_generating,few_shot,intermediate,"Using the graph showing angular velocity over time and the image of a scooter wheel with radius r, determine the centripetal acceleration at the edge of the wheel during the steady phase when the angular velocity is 13 rad/s.","[""A car travels at a constant speed of 20 m/s around a circular track with a radius of 100 meters. Calculate the centripetal acceleration of the car."", ""A child on a merry-go-round is sitting 2 meters from the center and completes one full rotation every 4 seconds. Determine the centripetal acceleration experienced by the child."", ""A satellite orbits Earth at a speed of 7,500 m/s in a circular path with a radius of 7,000 km. Find the centripetal acceleration of the satellite.""]",Difficulty: intermediate. Use the provided graph (graph_2dc542db.png) and real-world image (foto_with_circles_1753582959.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\intermediate_graph\\graph_2dc542db.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\g6xxWMxAdjgSPrLfNjkh6qBUI8q1\\foto_with_circles_1753582959.jpg""]"
PR-EN-039-fe,en,problem_generating,few_shot,advanced,"Using the graph showing angular velocity versus time for two experiments and the image of a manual vegetable spinner, determine the centripetal acceleration of a lettuce leaf at the edge of the spinner during the steady phase of Experiment 2, assuming the radius of the spinner is 0.15 m.","[""A car travels at a constant speed of 25 m/s around a circular track with a radius of 120 m. Calculate the magnitude of the car's centripetal acceleration and explain how the direction of this acceleration changes as the car moves around the track."", ""A satellite orbits Earth at an altitude of 300 km above the surface. Given that Earth's radius is approximately 6.37 × 10^6 m and the gravitational constant G is 6.67 × 10^-11 N·m²/kg², and Earth's mass is 5.97 × 10^24 kg, determine the centripetal acceleration of the satellite."", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full revolution every 4 seconds. Calculate the centripetal acceleration experienced by the child and discuss how this acceleration would change if the child moved closer to the center while the rotation rate remained constant.""]",Difficulty: advanced. Use the provided graph (graph_00b1b290.png) and real-world image (foto_with_circles_1753585357.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_00b1b290.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\r4JB1YLF0McAjyq3LO1DqrKPd4m2\\foto_with_circles_1753585357.jpg""]"
PR-EN-040-fe,en,problem_generating,few_shot,advanced,"Using the graph showing angular velocity over time for two experiments and the image of a manual vegetable spinner, determine the centripetal acceleration of the lettuce at a radius of 0.15 m during the steady phase of Experiment 1, and compare it to the centripetal acceleration during the steady phase of Experiment 2, assuming the angular velocity values from the graph are accurate.","[""A car travels at a constant speed of 25 m/s around a circular track with a radius of 120 m. Calculate the magnitude of the car's centripetal acceleration and explain how the direction of this acceleration changes as the car moves around the track."", ""A satellite orbits Earth at an altitude of 300 km above the surface. Given that Earth's radius is approximately 6.37 × 10^6 m and the gravitational constant G is 6.67 × 10^-11 N·m²/kg², and Earth's mass is 5.97 × 10^24 kg, determine the centripetal acceleration of the satellite."", ""A child on a merry-go-round is sitting 2.5 m from the center and completes one full revolution every 4 seconds. Calculate the centripetal acceleration experienced by the child and discuss how this acceleration would change if the child moved closer to the center while the rotation rate remained constant.""]",Difficulty: advanced. Use the provided graph (graph_015cef4c.png) and real-world image (foto_with_circles_1753585376.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\advance_graph\\graph_015cef4c.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\r4JB1YLF0McAjyq3LO1DqrKPd4m2\\foto_with_circles_1753585376.jpg""]"
